name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
Kevin McHale,POWER FORWARD,25,BOSTON CELTICS,82,13,2345,483,893,0,1,193,269,215,338,104,34,192,159,241,1159
Billy McKinney,POINT GUARD,27,DENVER NUGGETS,68,38,1559,266,546,0,7,136,167,21,100,288,39,5,101,142,668
Tom McMillen,CENTER,30,ATLANTA HAWKS,61,4,1364,198,424,0,1,108,133,57,160,76,17,24,80,143,504
Mark McNamara,CENTER,23,PHILADELPHIA 76ERS,36,2,182,29,64,0,0,20,45,34,42,7,3,3,36,42,78
Joe Meriweather,CENTER,29,KANSAS CITY KINGS,78,74,1706,258,453,0,0,102,163,150,274,64,47,86,118,285,618
Mike Mitchell,SMALL FORWARD,27,SAN ANTONIO SPURS,80,79,2803,686,1342,0,3,219,289,188,349,98,57,52,126,248,1591
Steve Mix,SMALL FORWARD,35,MILWAUKEE BUCKS,57,20,792,133,273,1,4,74,87,37,99,68,33,3,45,70,341
Steve Mix,SMALL FORWARD,35,LOS ANGELES LAKERS,1,0,17,4,10,0,0,1,1,1,0,2,0,0,0,1,9
Paul Mokeski,CENTER,26,CLEVELAND CAVALIERS,23,18,539,55,121,0,0,16,26,47,91,26,12,23,27,85,126
Paul Mokeski,CENTER,26,MILWAUKEE BUCKS,50,1,589,64,139,0,1,34,42,29,93,23,9,21,40,138,162
Sidney Moncrief,SHOOTING GUARD,25,MILWAUKEE BUCKS,76,76,2710,606,1156,1,10,499,604,192,245,300,113,23,197,180,1712
Johnny Moore,POINT GUARD,24,SAN ANTONIO SPURS,77,73,2552,394,841,5,22,148,199,65,212,753,194,32,226,247,941
Lowes Moore,POINT GUARD,25,,37,3,642,81,190,6,23,42,56,15,40,73,22,1,46,72,210
Guy Morgan,SHOOTING GUARD,22,INDIANA PACERS,8,0,46,7,24,0,0,1,4,6,11,7,2,0,2,7,15
Calvin Murphy,POINT GUARD,34,HOUSTON ROCKETS,64,0,1423,337,754,4,14,138,150,34,40,158,59,4,89,163,816
Larry Nance,POWER FORWARD,23,PHOENIX SUNS,82,82,2914,588,1069,1,3,193,287,239,471,197,99,217,190,254,1370
Swen Nater,CENTER,33,,7,0,51,6,20,0,0,4,4,2,11,1,1,0,3,1,16
Calvin Natt,SMALL FORWARD,26,PORTLAND TRAIL BLAZERS,80,80,2879,644,1187,3,20,339,428,214,385,171,63,29,203,184,1630
Kenny Natt,SHOOTING GUARD,24,UTAH JAZZ,22,0,210,38,73,0,2,9,14,6,16,28,5,0,22,36,85
Ed Nealy,POWER FORWARD,22,KANSAS CITY KINGS,82,61,1643,147,247,0,0,70,114,170,315,62,68,12,51,247,364
Chuck Nevitt,CENTER,23,HOUSTON ROCKETS,6,0,64,11,15,0,0,1,4,6,11,0,1,12,7,14,23
Carl Nicks,SHOOTING GUARD,24,CLEVELAND CAVALIERS,9,2,148,26,59,0,1,11,17,8,18,11,6,0,11,17,63
Kurt Nimphius,CENTER,24,DALLAS MAVERICKS,81,12,1515,174,355,1,1,77,140,157,247,115,24,111,66,287,426
Norm Nixon,POINT GUARD,27,LOS ANGELES LAKERS,79,79,2711,533,1123,0,13,125,168,61,144,566,104,4,237,176,1191
Audie Norris,CENTER,22,PORTLAND TRAIL BLAZERS,30,0,311,26,63,0,0,14,30,25,44,24,13,2,33,61,66
Mike O'Koren,SMALL FORWARD,24,NEW JERSEY NETS,46,14,803,136,259,2,9,34,48,42,72,82,42,11,62,67,308
Mark Olberding,POWER FORWARD,26,CHICAGO BULLS,80,31,1817,251,522,2,12,194,248,108,250,131,50,9,152,246,698
Jawann Oldham,CENTER,25,CHICAGO BULLS,16,0,171,31,58,0,0,12,22,18,29,5,5,13,13,30,74
Louis Orr,SMALL FORWARD,24,NEW YORK KNICKS,82,14,1666,274,593,0,2,140,175,94,134,94,64,24,93,134,688
Tom Owens,CENTER,33,DETROIT PISTONS,49,4,725,81,192,0,0,45,66,66,120,44,12,14,48,115,207
Robert Parish,CENTER,29,BOSTON CELTICS,78,76,2459,619,1125,0,1,271,388,260,567,141,79,148,185,222,1509
Billy Paultz,CENTER,34,HOUSTON ROCKETS,57,0,695,89,200,0,0,26,57,54,113,57,12,12,41,95,204
Billy Paultz,CENTER,34,SAN ANTONIO SPURS,7,0,125,12,27,0,0,1,2,10,23,4,5,6,6,14,25
Jim Paxson,SHOOTING GUARD,25,PORTLAND TRAIL BLAZERS,81,81,2740,682,1323,4,25,388,478,68,106,231,140,17,156,160,1756
Sam Pellom,POWER FORWARD,31,ATLANTA HAWKS,2,0,9,2,6,0,0,0,0,0,0,1,0,0,0,0,4
Sam Pellom,POWER FORWARD,31,MILWAUKEE BUCKS,4,0,20,4,10,0,0,0,0,2,6,0,0,0,2,3,8
Roger Phegley,SHOOTING GUARD,26,SAN ANTONIO SPURS,62,4,599,120,267,3,14,43,56,39,45,60,30,8,49,92,286
Eddie Phillips,SMALL FORWARD,21,NEW JERSEY NETS,48,0,416,56,138,0,2,40,59,27,50,29,14,8,50,58,152
Ricky Pierce,SHOOTING GUARD,23,DETROIT PISTONS,39,1,265,33,88,1,7,18,32,15,20,14,8,4,18,42,85
Charles Pittman,POWER FORWARD,24,PHOENIX SUNS,28,0,170,19,40,0,1,25,37,13,18,7,2,7,22,41,63
Ben Poquette,POWER FORWARD,27,UTAH JAZZ,75,50,2331,329,697,1,5,166,221,155,366,168,64,116,100,264,825
Kevin Porter,POINT GUARD,32,WASHINGTON BULLETS,11,0,210,21,40,0,0,5,6,2,3,46,10,0,21,30,47
Paul Pressey,SHOOTING GUARD,24,MILWAUKEE BUCKS,79,18,1528,213,466,1,9,105,176,83,198,207,99,47,162,174,532
Mark Radford,SHOOTING GUARD,23,SEATTLE SUPERSONICS,54,2,439,84,172,4,18,30,73,12,35,104,34,4,74,78,202
Ed Rains,SMALL FORWARD,26,SAN ANTONIO SPURS,34,1,292,33,83,0,1,29,43,25,19,22,10,1,25,35,95
Kurt Rambis,POWER FORWARD,24,LOS ANGELES LAKERS,78,77,1806,235,413,0,2,114,166,164,367,90,105,63,145,233,584
Kelvin Ransey,POINT GUARD,24,DALLAS MAVERICKS,76,4,1607,343,746,2,16,152,199,44,103,280,58,4,129,109,840
James Ray,POWER FORWARD,25,DENVER NUGGETS,45,3,433,70,153,0,1,33,51,37,89,39,24,19,50,83,173
Clint Richardson,SHOOTING GUARD,26,PHILADELPHIA 76ERS,77,1,1755,259,559,0,6,71,111,98,149,168,71,18,99,164,589
Micheal Ray Richardson,POINT GUARD,27,GOLDEN STATE WARRIORS,33,25,1074,176,427,4,31,55,87,45,100,245,101,9,137,124,411
Micheal Ray Richardson,POINT GUARD,27,NEW JERSEY NETS,31,26,1002,170,388,4,20,51,76,68,82,187,81,15,107,116,395
Rick Robey,CENTER,27,BOSTON CELTICS,59,6,855,100,214,0,0,45,78,79,140,65,13,8,72,131,245
Cliff Robinson,POWER FORWARD,22,CLEVELAND CAVALIERS,77,75,2601,587,1230,0,5,213,301,190,666,145,61,58,224,272,1387
Oliver Robinson,SHOOTING GUARD,22,SAN ANTONIO SPURS,35,0,147,35,97,1,11,30,45,6,11,21,4,2,13,18,101
Truck Robinson,POWER FORWARD,31,NEW YORK KNICKS,81,76,2426,326,706,0,0,118,201,199,458,145,57,24,190,241,770
Dave Robisch,CENTER,33,DENVER NUGGETS,61,0,711,96,251,0,1,92,118,34,117,53,10,9,45,61,284
Tree Rollins,CENTER,27,ATLANTA HAWKS,80,80,2472,261,512,0,1,98,135,210,533,75,49,343,95,294,620
Lorenzo Romar,POINT GUARD,24,GOLDEN STATE WARRIORS,82,64,2130,266,572,10,33,78,105,23,115,455,98,5,141,142,620
Dan Roundfield,POWER FORWARD,29,ATLANTA HAWKS,77,76,2811,561,1193,5,27,337,450,259,621,225,60,115,245,239,1464
Jeff Ruland,CENTER,24,WASHINGTON BULLETS,79,47,2862,580,1051,1,3,375,544,293,578,234,74,77,297,312,1536
Walker Russell,POINT GUARD,22,DETROIT PISTONS,68,1,757,67,184,2,18,47,58,19,54,131,16,1,92,71,183
Mike Sanders,SMALL FORWARD,22,SAN ANTONIO SPURS,26,0,393,76,157,0,2,31,43,31,63,19,18,6,28,57,183
Danny Schayes,CENTER,23,UTAH JAZZ,50,50,1638,231,514,0,1,157,195,137,312,165,39,68,195,216,619
Danny Schayes,CENTER,23,DENVER NUGGETS,32,0,646,111,235,0,0,71,100,63,123,40,15,30,58,109,293
Russ Schoene,POWER FORWARD,22,PHILADELPHIA 76ERS,46,2,702,106,207,0,1,21,28,52,102,32,13,9,46,118,233
Russ Schoene,POWER FORWARD,22,INDIANA PACERS,31,5,520,101,228,1,3,40,55,44,57,27,12,14,35,74,243
Alvin Scott,SMALL FORWARD,27,PHOENIX SUNS,81,9,1139,124,259,0,2,81,110,60,164,97,48,31,64,133,329
Lonnie Shelton,POWER FORWARD,27,SEATTLE SUPERSONICS,82,79,2572,437,915,1,6,141,187,158,337,237,75,72,172,310,1016
Ed Sherod,POINT GUARD,23,NEW YORK KNICKS,64,37,1624,171,421,1,13,52,80,43,106,311,96,14,104,112,395
Purvis Short,SMALL FORWARD,25,GOLDEN STATE WARRIORS,67,57,2397,589,1209,4,15,255,308,145,209,228,94,14,194,242,1437
Jerry Sichting,POINT GUARD,26,INDIANA PACERS,78,58,2435,316,661,3,18,92,107,33,122,433,104,2,138,185,727
Jack Sikma,CENTER,27,SEATTLE SUPERSONICS,75,71,2564,484,1043,0,8,400,478,213,645,233,87,65,190,263,1368
Jose Slaughter,SHOOTING GUARD,22,INDIANA PACERS,63,1,515,89,238,9,41,38,59,34,34,52,36,7,42,93,225
Derek Smith,SMALL FORWARD,21,GOLDEN STATE WARRIORS,27,0,154,21,51,0,2,17,25,10,28,2,0,4,11,40,59
Jim Smith,POWER FORWARD,24,DETROIT PISTONS,4,0,18,3,4,0,0,2,4,0,5,0,0,0,0,4,8
Larry Smith,POWER FORWARD,25,GOLDEN STATE WARRIORS,49,41,1433,180,306,0,0,53,99,209,276,46,36,20,83,186,413
Phil Smith,SHOOTING GUARD,30,SEATTLE SUPERSONICS,79,17,1238,175,400,3,8,101,133,27,103,216,44,8,102,113,454
Randy Smith,SHOOTING GUARD,34,,65,16,1264,244,499,3,16,101,117,35,53,192,54,0,89,122,592
Randy Smith,SHOOTING GUARD,34,ATLANTA HAWKS,15,0,142,29,66,0,2,13,14,2,6,14,2,0,9,17,71
Robert Smith,POINT GUARD,27,,5,0,43,2,13,0,1,7,8,1,2,6,4,0,3,7,11
Robert Smith,POINT GUARD,27,SAN ANTONIO SPURS,7,0,25,5,11,0,1,2,2,0,3,2,1,0,3,6,12
Ricky Sobers,SHOOTING GUARD,30,WASHINGTON BULLETS,41,39,1438,234,534,23,55,154,185,35,67,218,61,14,147,158,645
Jim Spanarkel,SHOOTING GUARD,25,DALLAS MAVERICKS,48,4,722,91,197,2,10,88,113,27,57,78,27,3,55,59,272
Rory Sparrow,POINT GUARD,24,ATLANTA HAWKS,49,49,1548,264,512,3,15,84,113,39,102,238,70,1,126,162,615
Rory Sparrow,POINT GUARD,24,NEW YORK KNICKS,32,9,880,128,298,2,7,63,86,22,67,159,37,4,71,93,321
Larry Spriggs,SMALL FORWARD,23,CHICAGO BULLS,9,0,39,8,20,0,0,5,7,2,7,3,1,2,2,3,21
Brook Steppe,SHOOTING GUARD,23,KANSAS CITY KINGS,62,6,606,84,176,1,7,76,100,25,48,68,26,3,55,92,245
Jeff Taylor,SHOOTING GUARD,23,HOUSTON ROCKETS,44,5,774,64,160,0,1,30,46,25,53,110,40,15,60,82,158
Vince Taylor,SHOOTING GUARD,22,NEW YORK KNICKS,31,0,321,37,102,0,0,21,32,19,17,41,20,2,30,54,95
Terry Teagle,SHOOTING GUARD,22,HOUSTON ROCKETS,73,44,1708,332,776,10,29,87,125,74,120,150,53,18,137,171,761
Carlos Terry,SHOOTING GUARD,26,WASHINGTON BULLETS,55,3,514,39,106,0,2,10,15,27,72,46,24,13,20,79,88
Reggie Theus,POINT GUARD,25,CHICAGO BULLS,82,81,2856,749,1567,21,91,434,542,91,209,484,143,17,321,281,1953
David Thirdkill,SMALL FORWARD,22,PHOENIX SUNS,49,2,521,74,170,1,7,45,78,28,44,36,19,4,48,93,194
Isiah Thomas,POINT GUARD,21,DETROIT PISTONS,81,81,3093,725,1537,36,125,368,518,105,223,634,199,29,326,318,1854
Corny Thompson,POWER FORWARD,22,DALLAS MAVERICKS,44,2,520,43,137,0,0,36,46,41,79,34,12,7,31,92,122
David Thompson,SHOOTING GUARD,28,SEATTLE SUPERSONICS,75,64,2155,445,925,2,10,298,380,96,174,222,47,33,163,142,1190
LaSalle Thompson,CENTER,21,KANSAS CITY KINGS,71,3,987,147,287,0,1,89,137,133,242,33,40,61,96,186,383
Mychal Thompson,POWER FORWARD,28,PORTLAND TRAIL BLAZERS,80,80,3017,505,1033,0,1,249,401,183,570,380,68,110,281,213,1259
Darren Tillis,CENTER,22,BOSTON CELTICS,15,0,44,7,23,0,1,2,6,4,5,2,0,2,4,8,16
Darren Tillis,CENTER,22,CLEVELAND CAVALIERS,37,4,482,69,158,0,0,14,22,37,84,16,8,28,18,68,152
Ray Tolbert,POWER FORWARD,24,SEATTLE SUPERSONICS,45,2,712,100,190,0,2,24,44,46,105,31,16,24,51,97,224
Ray Tolbert,POWER FORWARD,24,DETROIT PISTONS,28,0,395,57,124,0,1,28,59,26,65,19,10,23,32,56,142
Andrew Toney,SHOOTING GUARD,25,PHILADELPHIA 76ERS,81,81,2474,626,1250,22,76,324,411,42,183,365,80,17,271,255,1598
Linton Townes,SMALL FORWARD,23,PORTLAND TRAIL BLAZERS,55,0,516,105,234,9,25,28,38,30,35,31,19,5,33,81,247
Kelly Tripucka,SMALL FORWARD,23,DETROIT PISTONS,58,58,2252,565,1156,14,37,392,464,126,138,237,67,20,187,157,1536
Trent Tucker,SHOOTING GUARD,23,NEW YORK KNICKS,78,59,1830,299,647,14,30,43,64,75,141,195,56,6,70,235,655
Elston Turner,SMALL FORWARD,23,DALLAS MAVERICKS,59,16,879,96,238,2,3,20,30,68,84,88,47,0,59,75,214
Terry Tyler,SMALL FORWARD,26,DETROIT PISTONS,82,56,2543,421,880,2,15,146,196,180,360,157,103,160,120,221,990
Darnell Valentine,POINT GUARD,23,PORTLAND TRAIL BLAZERS,47,36,1298,209,460,0,1,169,213,34,83,293,101,5,131,139,587
Jan van Breda Kolff,SMALL FORWARD,31,NEW JERSEY NETS,13,0,63,5,14,0,0,5,6,2,11,5,2,2,3,9,15
Kiki Vandeweghe,POWER FORWARD,24,DENVER NUGGETS,82,79,2909,841,1537,15,51,489,559,124,313,203,66,38,177,198,2186
Pete Verhoeven,POWER FORWARD,23,PORTLAND TRAIL BLAZERS,48,0,527,87,171,0,1,21,31,44,52,32,18,9,40,95,195
Jay Vincent,POWER FORWARD,23,DALLAS MAVERICKS,81,73,2726,622,1272,0,3,269,343,217,375,212,70,45,188,295,1513
Danny Vranes,SMALL FORWARD,24,SEATTLE SUPERSONICS,82,73,2054,226,429,0,1,115,209,177,248,120,53,49,102,254,567
Foots Walker,POINT GUARD,31,NEW JERSEY NETS,79,10,1388,114,250,2,12,116,149,30,106,264,78,3,104,134,346
Wally Walker,SMALL FORWARD,28,HOUSTON ROCKETS,82,59,2251,362,806,1,4,72,116,137,236,199,37,22,144,202,797
Bill Walton,CENTER,30,,33,32,1099,200,379,0,0,65,117,75,248,120,34,119,105,113,465
Bryan Warrick,POINT GUARD,23,WASHINGTON BULLETS,43,20,727,65,171,0,5,42,57,15,54,126,21,8,71,103,172
Marvin Webster,CENTER,30,NEW YORK KNICKS,82,0,1472,168,331,0,1,106,180,176,267,49,35,131,102,210,442
Scott Wedman,SMALL FORWARD,30,CLEVELAND CAVALIERS,35,35,1290,280,583,9,22,65,77,69,139,86,23,11,94,145,634
Scott Wedman,SMALL FORWARD,30,BOSTON CELTICS,40,0,503,94,205,1,10,20,30,29,45,31,20,6,32,83,209
Paul Westphal,SHOOTING GUARD,32,NEW YORK KNICKS,80,59,1978,318,693,14,48,148,184,19,96,439,87,16,196,180,798
Rory White,SMALL FORWARD,23,PHOENIX SUNS,65,0,626,127,234,0,1,70,109,47,58,30,16,2,51,54,324
Jerome Whitehead,CENTER,26,,46,23,905,164,306,0,0,72,87,105,156,42,21,15,65,139,400
Bob Wilkerson,SMALL FORWARD,28,CLEVELAND CAVALIERS,77,11,1702,213,511,0,4,93,124,62,180,189,68,16,160,157,519
Jamaal Wilkes,SMALL FORWARD,29,LOS ANGELES LAKERS,80,80,2552,684,1290,0,6,203,268,146,197,182,65,17,150,221,1571
James Wilkes,SMALL FORWARD,24,DETROIT PISTONS,9,0,129,11,34,0,1,12,15,9,10,10,3,1,5,22,34
Dominique Wilkins,SMALL FORWARD,23,ATLANTA HAWKS,82,82,2697,601,1220,2,11,230,337,226,252,129,84,63,180,210,1434
Jeff Wilkins,CENTER,27,UTAH JAZZ,81,34,2307,389,816,0,3,156,200,154,442,132,41,42,186,251,934
Buck Williams,POWER FORWARD,22,NEW JERSEY NETS,82,82,2961,536,912,0,4,324,523,365,662,125,91,110,246,270,1396
Freeman Williams,SHOOTING GUARD,26,UTAH JAZZ,18,3,210,36,101,2,7,18,25,3,14,10,6,1,12,30,92
Gus Williams,POINT GUARD,29,SEATTLE SUPERSONICS,80,80,2761,660,1384,2,43,278,370,72,133,643,182,26,230,117,1600
Herb Williams,CENTER,24,INDIANA PACERS,78,74,2513,580,1163,0,7,155,220,151,432,262,54,171,229,230,1315
Ray Williams,POINT GUARD,28,KANSAS CITY KINGS,72,68,2170,419,1068,15,74,256,333,93,234,569,120,26,335,248,1109
Rickey Williams,SHOOTING GUARD,25,UTAH JAZZ,44,0,346,56,135,0,3,35,53,15,23,37,20,4,38,42,147
Rob Williams,POINT GUARD,21,DENVER NUGGETS,74,33,1443,191,468,2,15,131,174,37,99,361,89,12,185,221,515
Sam Williams,POWER FORWARD,23,GOLDEN STATE WARRIORS,75,28,1533,252,479,0,1,123,171,153,240,45,71,89,101,244,627
Sly Williams,POWER FORWARD,25,NEW YORK KNICKS,68,6,1385,314,647,2,19,176,259,94,196,133,73,3,133,166,806
Bill Willoughby,SMALL FORWARD,25,SAN ANTONIO SPURS,52,0,1062,136,295,6,13,41,53,61,129,56,24,16,56,123,319
Bill Willoughby,SMALL FORWARD,25,NEW JERSEY NETS,10,0,84,11,29,0,1,2,2,2,9,8,1,1,5,16,24
Brian Winters,SHOOTING GUARD,30,MILWAUKEE BUCKS,57,12,1361,255,587,22,68,73,85,35,75,156,45,4,81,132,605
Al Wood,SMALL FORWARD,24,,76,47,1822,343,740,15,50,124,161,96,140,134,55,36,111,188,825
Mike Woodson,SHOOTING GUARD,24,KANSAS CITY KINGS,81,3,2426,584,1154,7,33,298,377,84,164,254,137,59,174,203,1473
Orlando Woolridge,SMALL FORWARD,23,CHICAGO BULLS,57,38,1627,361,622,0,3,217,340,122,176,97,38,44,157,177,939
James Worthy,SMALL FORWARD,21,LOS ANGELES LAKERS,77,1,1970,447,772,1,4,138,221,157,242,132,91,64,178,221,1033
Jim Zoet,CENTER,29,DETROIT PISTONS,7,0,30,1,5,0,0,0,0,3,5,1,1,3,4,9,2
